# generation power_min power_avg power_max util_min util_avg util_max
1 30.652431 37.469640 46.586446 0.392714 0.545205 0.744294
100 25.871156 30.745591 34.139023 0.288387 0.396743 0.470573
200 21.767350 25.352329 28.511930 0.199787 0.277523 0.346024
300 20.248045 21.730260 22.953210 0.165053 0.198069 0.225737
400 18.816180 20.283288 20.863001 0.133472 0.165930 0.178194
500 18.199842 19.153670 19.847297 0.120328 0.141230 0.156542
600 18.199842 18.296234 18.779283 0.120328 0.122459 0.133033
700 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
800 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
900 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
1000 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
1100 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
1200 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
1300 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
1400 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
1500 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
1600 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
1700 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
1800 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
1900 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
2000 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
2100 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
2200 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
2300 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
2400 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
2500 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
2600 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
2700 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
2800 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
2900 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
3000 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
3100 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
3200 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
3300 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
3400 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
3500 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
3600 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
3700 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
3800 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
3900 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
4000 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
4100 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
4200 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
4300 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
4400 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
4500 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
4600 18.199842 18.199842 18.199842 0.120328 0.120328 0.120328
